,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
603,1,11.6,5.2,1,0,1,1,Male
604,1,11.6,6.4,0,1,0,0,Female
605,1,13.1,5.4,0,0,0,0,Female
606,1,15.3,5.7,0,1,1,1,Male
607,1,14.2,6.6,1,1,1,1,Male
608,1,13.6,5.9,0,0,0,0,Female
609,1,14.2,6.9,1,1,1,1,Male
610,1,13.5,6.0,0,1,1,0,Female
611,1,13.3,6.0,1,1,0,1,Male
612,1,14.1,5.8,0,0,0,0,Female
613,1,13.4,5.7,0,0,0,0,Female
614,1,15.1,7.1,1,1,1,1,Male
615,1,14.3,6.2,0,0,0,1,Female
616,1,13.7,5.8,0,1,1,1,Male
617,1,12.2,5.9,1,1,1,1,Male
618,1,14.9,5.9,1,0,1,1,Male
619,1,13.9,5.7,0,0,0,0,Female
620,1,13.4,5.2,0,0,0,0,Female
621,1,13.0,5.4,0,1,0,1,Female
622,1,14.1,6.0,0,0,0,0,Female
623,1,12.2,5.8,1,0,0,0,Female
624,1,13.3,6.3,0,0,0,0,Female
625,1,12.2,5.9,1,1,1,0,Male
626,1,13.0,6.5,1,1,1,1,Male
627,1,15.4,6.9,1,1,1,1,Male
628,1,12.6,6.4,0,0,0,1,Female
629,1,15.2,6.8,1,1,1,1,Male
630,1,13.9,5.6,1,1,1,1,Male
631,1,14.0,5.3,1,1,1,1,Male
632,1,13.5,6.4,1,0,0,0,Female
633,1,11.5,6.2,1,1,0,0,Male
634,1,13.6,6.3,1,0,0,1,Male
635,1,14.0,5.5,1,1,1,1,Male
636,1,13.0,5.4,0,0,0,0,Female
637,0,15.3,5.3,1,0,0,1,Male
638,1,12.2,6.0,0,0,0,0,Female
639,1,12.8,6.3,0,0,0,0,Female
640,1,13.5,6.4,1,0,0,0,Female
641,1,12.5,6.5,1,1,1,1,Male
642,1,12.8,5.6,1,1,1,1,Male
643,1,12.0,6.6,1,1,1,1,Male
644,0,13.6,5.9,1,1,1,1,Male
645,1,12.2,5.2,1,0,0,0,Female
646,1,15.1,5.4,1,1,1,1,Male
647,1,13.4,5.8,0,1,0,0,Female
648,1,13.8,5.9,1,0,0,0,Female
649,1,11.4,5.1,0,0,0,0,Female
650,0,12.2,5.7,1,1,1,1,Male
651,1,14.6,6.5,1,1,1,0,Male
652,1,12.2,5.7,1,0,0,0,Female
653,1,12.7,5.1,1,0,1,1,Male
654,1,12.4,6.8,1,1,0,1,Male
655,1,11.8,5.4,1,0,0,0,Female
656,1,14.7,7.1,1,1,1,1,Male
657,1,14.8,6.9,1,1,1,1,Male
658,0,12.0,6.4,1,1,0,1,Male
659,1,14.5,5.1,0,1,1,1,Male
660,1,14.0,6.0,0,1,0,0,Female
661,1,14.3,5.9,1,0,1,1,Female
662,0,12.2,6.1,1,1,0,1,Male
663,1,14.8,5.3,1,1,1,1,Male
664,1,15.1,5.6,1,1,1,1,Male
665,1,12.6,6.1,1,0,1,0,Female
666,1,13.8,6.2,1,1,0,1,Male
667,1,14.1,5.8,0,0,1,0,Female
668,0,13.8,6.4,1,1,1,1,Male
669,0,15.0,6.7,1,1,1,1,Male
670,1,12.9,5.8,1,1,0,1,Male
671,1,13.1,6.6,1,1,1,1,Male
672,0,11.8,5.6,0,0,0,0,Female
673,1,13.7,5.6,0,0,0,0,Female
674,1,11.7,6.0,1,1,0,0,Female
675,1,13.1,6.4,0,0,0,0,Female
676,1,14.3,5.7,0,0,0,0,Female
677,1,15.4,5.4,1,1,1,1,Male
678,1,12.4,5.1,0,0,0,0,Female
679,1,14.2,6.4,0,0,0,1,Female
680,1,13.4,5.7,0,0,0,0,Female
681,1,14.0,5.3,1,1,1,1,Male
682,1,13.5,5.5,1,1,1,1,Male
683,0,14.0,5.4,1,1,1,1,Male
684,1,12.2,5.6,0,0,0,0,Female
685,1,11.8,6.3,0,0,0,1,Female
686,1,13.9,6.2,0,0,1,0,Female
687,1,11.4,6.1,0,0,0,0,Female
688,1,12.2,6.4,0,1,0,0,Female
689,1,13.9,5.1,1,1,1,0,Male
690,1,12.7,6.3,0,0,0,0,Female
691,1,13.7,5.2,1,0,0,1,Female
692,0,11.4,5.4,0,0,0,0,Female
693,1,12.4,6.6,1,0,1,1,Male
694,1,14.7,5.6,1,1,1,1,Male
695,1,14.9,6.7,1,1,1,1,Male
696,1,12.8,5.7,1,0,0,0,Female
697,1,13.7,6.1,0,0,0,0,Female
698,1,13.2,7.0,1,1,1,1,Male
699,1,14.0,5.6,0,0,0,0,Female
700,1,12.3,6.3,1,1,1,1,Male
701,1,12.7,5.8,1,1,1,1,Male
702,1,11.9,6.0,0,0,0,0,Female
703,1,13.9,5.1,0,0,0,0,Female
704,1,13.9,6.3,0,0,0,0,Female
705,0,15.2,5.6,1,1,1,1,Male
706,1,11.5,6.7,1,1,0,1,Male
707,1,13.1,5.3,1,1,1,1,Male
708,1,14.4,5.3,1,1,1,1,Male
709,1,14.2,5.9,0,0,0,0,Female
710,1,13.2,6.9,1,0,1,1,Male
711,1,14.4,6.4,1,1,1,1,Male
712,1,14.1,5.7,0,0,0,0,Female
713,1,13.7,5.3,0,0,0,0,Female
714,1,12.2,5.3,0,0,0,0,Female
715,0,14.9,5.9,1,1,1,1,Male
716,1,13.3,6.1,1,1,1,1,Male
717,1,14.7,7.0,0,0,1,1,Male
718,1,14.8,5.9,1,1,0,0,Male
719,1,14.8,6.0,1,1,1,1,Male
720,1,13.1,6.7,1,0,0,1,Male
721,1,12.5,5.7,0,0,0,0,Female
722,1,13.8,7.0,1,1,1,1,Male
723,0,12.9,6.2,0,0,0,0,Female
724,1,13.0,5.4,1,1,1,0,Male
725,1,14.3,6.2,1,1,0,1,Male
726,1,12.0,6.3,1,1,1,0,Male
727,1,13.1,6.5,1,1,1,1,Male
728,0,15.5,6.3,1,0,0,1,Male
729,1,12.1,5.9,1,1,1,1,Male
730,1,12.1,5.2,1,0,0,0,Female
731,1,12.1,6.3,0,0,1,0,Female
732,1,11.7,6.0,0,0,0,0,Female
733,1,11.5,6.5,0,0,0,0,Female
734,0,12.6,6.1,1,1,1,1,Male
735,0,13.2,6.3,0,0,0,0,Female
736,1,11.7,5.9,0,0,0,0,Female
737,1,12.0,6.1,1,1,1,1,Male
738,1,14.2,5.2,1,1,1,1,Male
739,0,13.8,6.5,1,1,1,0,Male
740,0,13.8,6.8,1,1,1,1,Male
741,1,11.7,6.5,0,0,0,0,Female
742,1,14.9,6.6,1,1,0,1,Male
743,1,12.0,6.9,0,1,1,1,Male
744,1,11.8,6.4,0,0,0,0,Female
745,1,14.1,5.8,0,0,0,0,Female
746,0,13.6,5.9,0,1,0,0,Female
747,0,14.8,5.4,0,0,1,1,Male
748,1,11.8,6.4,0,1,0,0,Female
749,1,11.8,5.4,1,0,1,1,Male
750,0,13.9,6.1,0,0,0,0,Female
751,1,12.6,5.4,0,0,0,0,Female
752,1,12.8,6.5,0,0,1,0,Female
753,1,11.7,5.7,0,0,0,0,Female
754,1,11.7,5.7,1,0,0,0,Female
755,1,13.7,5.8,0,0,1,0,Female
756,1,12.8,7.1,1,1,1,0,Male
757,1,12.3,6.2,0,0,1,0,Female
758,1,11.9,5.5,0,1,0,1,Male
759,1,12.9,6.5,0,0,0,0,Female
760,1,12.2,6.0,0,1,0,0,Female
761,1,12.6,5.1,0,1,1,1,Male
762,1,14.3,6.1,0,0,0,0,Female
763,1,14.7,5.6,1,1,1,1,Male
764,1,14.9,6.6,1,1,1,1,Male
765,1,11.4,5.6,0,0,0,0,Female
766,1,15.3,6.2,1,0,1,1,Male
767,1,13.9,6.8,1,1,1,1,Male
768,1,15.5,6.8,1,1,1,1,Male
769,0,12.9,6.0,0,0,0,0,Female
770,1,11.7,6.4,1,0,0,1,Female
771,1,14.3,6.2,0,0,0,0,Female
772,1,11.7,5.3,0,0,0,1,Female
773,1,11.8,5.5,0,1,0,1,Female
774,0,15.0,6.3,1,1,1,1,Male
775,1,12.5,5.9,1,1,1,1,Male
776,1,12.2,5.8,1,0,1,0,Male
777,1,12.6,5.2,0,0,0,0,Female
778,0,13.9,5.9,1,1,1,1,Male
779,0,11.9,6.3,1,1,0,1,Male
780,0,12.3,5.5,0,0,0,0,Female
781,1,11.9,6.8,0,1,1,1,Male
782,0,12.6,5.4,0,0,0,0,Female
783,1,12.2,5.2,1,0,1,1,Male
784,1,14.1,6.1,0,0,0,1,Female
785,1,12.9,7.1,1,1,1,1,Male
786,1,13.5,5.4,1,1,1,1,Male
787,1,12.6,5.7,0,0,0,0,Female
788,1,13.5,5.6,1,0,0,0,Female
789,1,13.2,7.0,1,0,1,0,Male
790,1,13.5,6.4,1,0,1,0,Female
791,1,12.3,5.9,0,0,0,0,Female
792,1,13.3,6.4,1,0,1,0,Male
793,1,11.7,5.4,1,1,1,1,Male
794,1,11.5,6.3,0,1,1,1,Male
795,1,14.2,6.4,1,0,1,1,Male
796,1,13.8,5.9,1,1,1,1,Male
797,1,11.5,5.3,0,0,0,0,Female
798,1,11.5,5.9,0,0,1,0,Female
799,1,13.0,5.9,0,0,1,0,Female
800,1,12.2,5.2,0,0,0,0,Female
801,1,14.4,5.3,1,1,1,1,Male
802,1,14.2,5.8,1,1,1,0,Male
803,1,13.9,6.2,1,1,1,1,Male
804,0,13.1,6.1,0,0,0,0,Female
805,1,13.2,5.9,1,0,0,0,Female
806,1,13.1,6.6,1,1,0,1,Male
807,1,12.0,6.5,0,0,0,0,Female
808,1,13.3,6.3,0,0,0,0,Female
809,1,13.4,5.1,0,0,0,0,Female
810,1,11.5,5.1,0,0,0,0,Female
811,1,13.8,5.1,0,0,1,0,Female
812,1,13.3,5.4,0,0,0,0,Female
813,1,13.1,6.1,0,0,1,0,Female
814,1,15.2,6.4,1,1,1,1,Male
815,1,11.9,6.3,1,1,1,0,Male
816,1,12.7,6.3,0,0,0,0,Female
817,1,13.7,6.4,0,0,0,0,Female
818,1,13.0,5.8,0,0,0,0,Female
819,1,12.4,6.6,1,1,1,1,Male
820,1,12.2,5.2,0,1,1,1,Male
821,1,12.4,5.7,0,0,0,0,Female
822,1,12.3,6.0,1,0,0,0,Female
823,1,14.1,5.4,1,1,0,1,Male
824,1,11.5,6.2,0,1,0,0,Female
825,1,13.3,5.5,0,0,0,0,Female
826,1,12.9,5.3,0,0,0,0,Female
827,1,13.5,6.4,1,1,1,1,Male
828,0,12.9,6.2,0,0,0,0,Female
829,1,12.8,5.6,0,0,0,0,Female
830,1,12.6,5.2,0,1,1,0,Female
831,1,12.0,7.1,1,1,1,1,Male
832,1,11.6,5.5,0,0,0,0,Female
833,1,12.3,6.9,1,1,1,1,Male
834,1,13.4,6.1,1,1,1,1,Male
835,1,15.1,6.6,1,1,1,1,Male
836,1,13.5,5.9,0,1,0,0,Female
837,1,13.6,5.5,0,0,0,0,Female
838,1,12.4,6.8,1,1,1,0,Male
839,1,12.4,6.4,1,1,1,1,Male
840,1,12.8,6.6,1,1,1,1,Male
841,1,12.5,5.6,0,1,0,0,Female
842,1,12.8,5.3,0,1,0,0,Female
843,1,12.0,6.3,0,0,0,0,Female
844,1,13.3,6.1,1,1,1,1,Male
845,0,13.6,5.7,1,1,1,1,Male
846,1,11.8,6.0,1,1,1,1,Male
847,1,12.6,6.7,1,1,1,1,Male
848,1,13.8,5.8,0,1,1,0,Male
849,1,12.0,5.5,0,0,0,0,Female
850,1,12.0,5.2,0,1,0,0,Female
851,0,15.3,6.8,1,1,1,1,Male
852,1,14.3,5.9,0,0,0,0,Female
853,1,12.3,5.8,0,0,0,0,Female
854,1,15.0,5.6,1,1,1,1,Male
855,1,13.5,6.5,1,1,1,1,Male
856,1,13.2,6.2,1,1,1,0,Male
857,1,11.5,6.4,0,0,0,0,Female
858,1,14.6,5.3,1,1,1,1,Male
859,1,14.3,6.5,0,1,0,0,Female
860,1,11.4,5.5,0,0,0,0,Female
861,1,12.7,5.3,0,0,0,1,Female
862,1,11.4,6.4,0,1,0,0,Female
863,1,14.6,6.9,1,1,1,1,Male
864,1,11.5,5.5,1,1,1,1,Male
865,1,12.7,5.6,0,1,0,0,Female
866,1,11.5,6.0,1,0,0,0,Female
867,1,12.2,5.1,0,0,0,0,Female
868,1,14.2,5.3,1,1,1,0,Male
869,1,11.7,5.2,0,0,0,0,Female
870,1,12.5,5.8,0,0,0,0,Female
871,1,13.5,5.4,0,1,0,0,Male
872,1,11.5,6.5,0,0,0,0,Female
873,1,13.8,5.7,0,0,0,0,Female
874,1,11.6,5.8,1,1,1,1,Male
875,1,13.1,6.1,0,0,0,0,Female
876,0,13.7,5.8,1,1,1,1,Male
877,1,11.8,6.0,0,0,1,0,Female
878,1,13.4,6.5,1,1,0,1,Male
879,1,12.5,6.7,1,1,1,1,Male
880,0,14.9,6.0,1,1,1,1,Male
881,1,15.4,7.1,1,1,1,1,Male
882,1,15.3,6.4,1,1,0,1,Male
883,1,13.4,5.4,0,0,0,0,Female
884,1,14.0,6.5,0,0,0,0,Female
885,1,14.3,6.0,1,1,1,1,Male
886,1,13.3,6.3,1,1,0,0,Female
887,1,11.8,5.7,1,1,1,1,Male
888,1,15.2,6.6,1,1,1,1,Male
889,1,11.5,6.2,1,0,1,1,Male
890,1,14.7,5.7,0,1,1,1,Male
891,1,11.7,5.9,0,0,1,0,Female
892,1,13.3,5.4,1,1,1,1,Male
893,1,14.1,5.7,1,1,1,1,Male
894,1,13.0,5.4,0,0,0,0,Female
895,1,13.0,6.3,0,0,0,1,Female
896,1,14.6,5.3,0,0,1,1,Male
897,1,15.1,6.5,1,1,1,1,Male
898,1,13.7,5.8,0,0,0,0,Female
899,1,13.5,6.1,0,0,0,0,Female
900,0,12.9,5.7,0,0,0,0,Female
901,1,13.3,6.2,0,0,0,0,Female
902,1,12.2,6.2,0,0,0,0,Female
903,1,13.1,5.1,0,1,0,0,Female
904,1,12.5,6.0,1,1,0,1,Male
905,1,13.4,5.5,0,0,0,0,Female
906,1,14.3,6.7,0,1,1,1,Male
907,1,12.8,7.0,0,1,1,1,Male
908,1,12.4,5.3,0,1,0,0,Female
909,1,13.0,5.1,0,0,0,0,Female
910,1,13.7,6.8,1,1,1,1,Male
911,1,13.4,5.1,0,0,0,0,Female
912,0,12.0,6.2,0,1,0,0,Female
913,1,13.5,6.1,0,0,0,0,Female
914,1,11.6,6.5,0,0,0,0,Female
915,1,15.1,6.1,1,1,1,1,Male
916,1,15.0,6.0,1,1,1,0,Male
917,1,12.1,5.1,1,0,0,0,Female
918,1,14.1,5.3,0,1,0,1,Female
919,0,14.1,6.1,0,0,0,0,Female
920,1,12.3,6.4,1,1,1,1,Male
921,1,13.1,5.8,0,0,0,1,Female
922,1,14.6,6.8,1,1,0,1,Male
923,1,11.8,6.1,1,0,1,1,Male
924,0,15.5,6.4,1,0,1,1,Male
925,1,12.0,6.1,0,0,0,0,Female
926,0,12.0,5.5,0,0,0,0,Female
927,0,14.7,6.5,1,1,1,1,Male
928,1,12.2,6.4,1,1,1,1,Male
929,1,15.5,5.3,1,1,1,1,Male
930,1,11.4,5.1,0,0,0,0,Female
931,1,12.4,5.9,1,1,1,1,Male
932,1,11.5,6.3,1,1,0,1,Male
933,1,12.4,6.0,0,0,0,1,Female
934,1,12.6,6.5,1,1,0,1,Male
935,1,13.2,6.9,1,1,1,1,Male
936,1,12.6,6.0,1,1,1,1,Male
937,1,12.1,5.9,0,0,0,0,Female
938,1,12.1,5.9,0,0,0,0,Female
939,1,14.1,6.4,1,1,0,0,Female
940,1,12.4,6.2,0,0,0,0,Female
941,1,12.2,5.7,1,1,0,1,Male
942,1,14.5,7.1,1,1,1,0,Male
943,0,12.1,6.1,0,0,0,0,Female
944,1,13.7,5.7,0,0,0,0,Female
945,1,11.9,5.6,1,1,0,0,Female
946,1,11.6,6.8,1,1,1,0,Male
947,0,14.2,5.8,0,0,0,0,Female
948,1,12.9,6.4,0,0,0,1,Female
949,1,13.2,7.1,1,1,1,1,Male
950,0,13.9,5.4,0,0,0,0,Female
951,1,13.2,7.0,1,1,1,1,Male
952,1,11.7,6.0,1,1,1,1,Male
953,0,14.1,5.5,1,0,0,0,Female
954,1,12.3,5.8,1,0,0,0,Female
955,1,13.9,5.1,1,1,1,1,Male
956,0,12.0,5.8,0,0,0,0,Female
957,1,12.7,6.5,1,1,1,0,Male
958,1,14.6,5.4,0,1,1,0,Male
959,1,12.3,6.3,0,0,0,0,Female
960,1,12.5,7.0,1,0,0,1,Male
961,1,13.2,6.1,0,0,0,0,Female
962,1,13.5,5.3,0,0,0,0,Female
963,0,13.8,6.1,1,1,0,1,Male
964,1,13.2,6.3,1,1,0,1,Male
965,1,13.0,7.0,1,1,1,1,Male
966,1,13.5,6.0,1,1,1,1,Male
967,1,14.0,7.0,1,1,0,1,Male
968,1,14.2,6.2,0,1,0,0,Female
969,1,14.3,6.5,0,0,0,0,Female
970,1,12.8,6.1,0,0,0,1,Female
971,1,15.0,6.6,1,1,1,0,Male
972,1,15.1,5.6,1,1,0,1,Male
973,1,12.0,6.2,0,0,0,0,Female
974,1,13.3,6.0,0,0,0,0,Female
975,1,13.3,6.3,0,1,0,0,Female
976,1,11.9,5.7,0,0,0,0,Female
977,0,13.2,6.3,1,1,1,1,Male
978,1,13.3,5.9,0,1,1,1,Male
979,0,11.7,7.0,1,1,1,0,Male
980,1,13.8,7.0,1,1,1,1,Male
981,1,13.3,6.2,1,0,1,0,Male
982,1,12.1,5.8,0,1,0,0,Female
983,1,14.3,6.1,1,1,1,1,Male
984,0,14.5,6.5,1,1,1,1,Male
985,1,11.5,6.4,1,1,1,1,Male
986,1,12.8,6.2,1,1,1,1,Male
987,1,13.1,5.3,1,1,0,1,Male
988,0,13.4,5.3,1,1,1,1,Male
989,1,12.6,6.5,0,0,0,0,Female
990,1,11.6,6.2,0,0,0,0,Female
991,1,11.7,6.0,0,0,0,0,Female
992,1,13.9,5.5,1,0,0,0,Female
993,1,13.8,5.3,1,1,1,1,Male
994,1,12.5,6.0,0,1,0,0,Female
995,1,13.6,5.3,0,1,0,1,Male
996,0,12.7,6.0,0,0,0,1,Female
997,1,14.1,5.3,0,0,0,0,Female
998,1,12.1,6.2,1,1,1,0,Male
999,1,14.9,6.0,1,1,1,1,Male
1000,1,14.2,5.7,1,1,1,1,Male
1001,1,13.4,6.1,1,1,1,1,Male
1002,0,13.5,6.4,1,1,1,1,Male
1003,1,13.4,5.4,1,0,0,0,Female
1004,1,14.1,6.3,0,0,0,0,Female
1005,1,12.5,5.2,0,0,0,0,Female
1006,1,14.0,6.3,1,1,0,0,Female
1007,1,13.4,6.4,0,0,0,0,Female
1008,1,14.6,6.1,1,1,1,1,Male
1009,1,12.6,6.2,0,0,0,0,Female
1010,1,14.1,5.2,0,0,0,0,Female
1011,1,11.8,6.7,1,0,1,1,Male
1012,1,14.9,6.5,1,1,0,1,Male
1013,1,15.1,6.1,1,1,1,1,Male
1014,1,15.4,7.0,1,1,1,1,Male
1015,0,13.6,5.7,1,1,1,1,Male
1016,0,13.0,5.3,1,1,1,1,Male
1017,1,14.3,5.6,1,1,1,1,Male
1018,1,13.9,6.4,0,0,0,1,Female
1019,1,12.4,5.1,1,1,1,1,Male
1020,1,11.9,5.3,0,0,0,0,Female
1021,1,14.8,6.2,1,1,1,1,Male
1022,1,13.0,5.5,1,1,1,1,Male
1023,0,12.8,7.1,0,0,1,1,Male
1024,0,11.4,6.5,0,0,0,0,Female
1025,1,13.8,6.2,1,1,1,1,Male
1026,1,11.7,5.9,0,0,0,1,Female
1027,1,11.5,5.9,1,1,1,1,Male
1028,0,14.0,6.3,1,1,1,0,Male
1029,1,12.9,6.3,1,1,1,1,Male
1030,1,12.6,6.6,1,1,1,1,Male
1031,1,11.6,5.3,0,0,0,1,Female
1032,1,13.0,6.3,1,1,1,0,Male
1033,1,12.1,6.4,1,1,0,1,Male
1034,1,12.0,6.1,0,0,0,0,Female
1035,1,11.5,5.3,0,0,0,0,Female
1036,1,15.5,6.8,1,1,1,1,Male
1037,1,13.8,6.3,0,0,0,0,Female
1038,1,13.9,6.3,1,1,0,0,Male
1039,1,13.4,6.9,0,0,1,1,Male
1040,0,14.3,5.9,1,1,1,0,Male
1041,1,12.9,5.7,0,0,0,0,Female
1042,1,13.4,6.4,0,1,0,0,Female
1043,1,11.7,6.3,0,0,0,0,Female
1044,1,13.6,6.2,1,1,1,0,Male
1045,1,13.4,6.1,1,0,0,0,Female
1046,1,13.7,5.2,0,1,0,0,Female
1047,1,14.2,5.6,1,1,1,1,Male
1048,1,12.1,5.9,0,1,0,0,Female
1049,1,13.5,6.2,1,1,1,1,Male
1050,1,14.2,6.0,0,0,0,0,Female
1051,1,14.7,6.9,1,1,1,0,Male
1052,1,13.4,6.4,1,0,0,0,Female
1053,0,12.8,5.7,1,1,0,1,Male
1054,1,14.7,5.1,1,1,1,1,Male
1055,1,13.2,5.9,1,1,1,1,Male
1056,1,12.3,6.6,1,1,1,1,Male
1057,1,14.0,5.8,1,1,1,1,Male
1058,0,13.8,5.8,1,1,1,1,Male
1059,1,15.5,6.5,1,1,1,1,Male
1060,1,12.6,6.6,1,1,1,1,Male
1061,1,15.2,7.0,1,1,1,1,Male
1062,1,14.3,5.4,0,0,0,0,Female
1063,1,14.8,5.1,1,1,1,1,Male
1064,1,12.6,5.6,0,0,1,1,Female
1065,1,13.6,6.1,0,0,0,0,Female
1066,1,15.0,7.0,1,1,1,1,Male
1067,0,12.1,6.3,0,0,0,0,Female
1068,0,13.4,6.2,0,1,1,1,Male
1069,1,12.2,6.5,1,0,1,1,Male
1070,1,12.7,5.8,1,1,0,1,Female
1071,1,13.1,5.9,1,1,0,1,Male
1072,1,14.6,6.9,1,1,1,1,Male
1073,1,14.7,6.3,1,1,1,0,Male
1074,0,15.5,5.5,1,1,1,1,Male
1075,0,14.9,6.6,1,1,1,1,Male
1076,1,14.3,5.2,1,1,1,1,Male
1077,1,11.9,6.3,0,1,1,1,Male
1078,1,13.6,5.5,1,1,1,1,Male
1079,1,14.0,5.9,0,0,0,0,Female
1080,1,12.4,5.7,0,0,0,0,Female
1081,1,11.9,6.1,1,1,1,1,Male
1082,1,14.2,5.1,1,0,1,1,Male
1083,1,11.9,6.4,1,1,1,1,Male
1084,1,13.3,5.9,1,1,1,1,Male
1085,1,12.0,6.6,1,1,1,1,Male
1086,1,13.9,6.5,1,1,1,1,Male
1087,1,13.8,6.5,1,1,1,1,Male
1088,1,14.0,6.0,0,0,0,0,Female
1089,1,12.0,5.9,0,0,0,0,Female
1090,1,14.1,6.5,1,0,1,1,Male
1091,0,11.7,5.4,0,0,0,0,Female
1092,1,13.0,5.4,0,0,0,0,Female
1093,1,11.4,6.0,0,0,0,0,Female
1094,1,12.7,5.5,0,1,1,0,Female
1095,1,12.7,5.4,0,1,1,1,Male
1096,1,13.9,5.2,1,0,0,0,Female
1097,1,14.6,5.2,1,1,1,1,Male
1098,0,13.6,5.5,0,0,0,0,Female
1099,1,11.8,5.1,0,0,0,0,Female
1100,1,12.1,5.9,0,0,0,0,Female
1101,1,14.3,5.1,1,0,1,1,Male
1102,1,15.4,6.9,1,1,0,1,Male
1103,1,11.9,5.5,0,0,0,0,Female
1104,1,14.0,7.0,1,0,0,1,Male
1105,1,13.1,5.1,0,1,0,0,Female
1106,1,11.7,5.2,0,1,0,1,Male
1107,1,12.2,6.5,1,1,1,1,Male
1108,1,15.2,7.1,1,1,1,1,Male
1109,1,13.2,5.2,1,0,0,0,Female
1110,1,15.4,5.2,1,1,1,0,Male
1111,1,12.1,6.1,1,1,1,0,Male
1112,1,14.0,5.6,0,0,0,0,Female
1113,1,13.3,5.8,0,0,0,0,Female
1114,1,12.9,5.6,0,0,0,0,Female
1115,1,11.7,6.0,1,1,1,1,Male
1116,1,15.2,6.8,1,1,1,1,Male
1117,1,12.6,6.4,0,0,0,0,Female
1118,1,12.5,6.0,0,0,0,0,Female
1119,1,11.5,6.0,0,1,0,0,Female
1120,1,12.3,5.2,1,1,1,1,Male
1121,1,13.6,5.2,0,0,0,0,Female
1122,1,13.1,6.4,1,1,1,1,Male
1123,1,11.6,6.5,1,1,1,1,Male
1124,0,13.5,7.1,1,1,1,1,Male
1125,1,12.1,5.4,0,0,0,0,Female
1126,0,15.2,5.4,1,1,1,1,Male
1127,1,11.9,5.9,0,0,1,0,Female
1128,1,11.4,5.1,0,0,1,0,Female
1129,1,11.9,6.9,1,1,1,1,Male
1130,0,11.8,7.0,1,1,1,0,Male
1131,1,13.6,5.1,1,0,1,1,Male
1132,1,11.9,6.1,1,1,1,0,Male
1133,1,13.3,5.9,0,0,0,0,Female
1134,1,13.9,5.1,1,1,0,0,Female
1135,1,12.6,6.8,1,1,0,1,Male
1136,1,12.1,6.1,1,1,1,1,Male
1137,0,14.0,5.1,1,1,1,1,Male
1138,1,12.4,5.8,0,0,0,0,Female
1139,1,12.3,5.9,0,0,0,0,Female
1140,1,14.0,6.3,1,1,1,1,Male
1141,1,12.7,5.9,1,1,1,1,Male
1142,1,13.8,6.3,1,1,1,1,Male
1143,1,13.0,5.7,1,1,1,1,Male
1144,0,14.0,5.9,1,1,1,1,Male
1145,1,14.3,6.4,0,0,0,0,Female
1146,1,11.9,5.9,0,1,1,1,Male
1147,1,14.4,7.1,1,1,1,1,Male
1148,1,13.5,6.3,0,0,0,1,Female
1149,1,12.2,7.1,0,1,1,1,Male
1150,1,11.9,5.8,1,1,1,0,Male
1151,0,13.2,6.3,0,0,0,1,Female
1152,1,14.5,5.7,1,1,1,1,Male
1153,1,13.0,6.0,0,0,0,0,Female
1154,1,12.0,6.1,1,1,1,1,Male
1155,1,12.6,6.1,0,1,0,0,Female
1156,1,15.4,5.2,1,1,1,1,Male
1157,1,12.8,5.5,0,0,0,0,Female
1158,1,12.9,5.7,0,0,0,0,Female
1159,0,15.3,5.9,1,1,1,1,Male
1160,0,14.0,5.5,0,0,0,0,Female
1161,1,11.8,6.0,0,0,0,0,Female
1162,1,12.8,5.2,0,1,0,0,Female
1163,1,14.8,5.2,1,1,1,0,Male
1164,1,14.4,6.5,1,1,0,1,Male
1165,0,13.1,5.9,0,0,0,0,Female
1166,0,13.9,6.0,0,0,0,0,Female
1167,1,11.7,5.2,0,0,0,0,Female
1168,1,13.2,5.1,1,1,1,0,Male
1169,1,12.9,6.1,0,0,0,0,Female
1170,0,13.3,6.0,1,1,1,1,Male
1171,1,13.0,6.5,0,0,0,0,Female
1172,1,13.5,5.7,0,0,0,0,Female
1173,1,11.7,5.7,1,1,1,1,Male
1174,1,12.2,5.5,0,0,0,1,Female
1175,1,13.2,6.1,0,0,0,0,Female
1176,1,12.7,6.0,0,0,0,0,Female
1177,1,13.3,5.4,0,1,0,0,Female
1178,1,12.3,6.5,0,0,0,0,Female
1179,1,12.8,5.1,0,0,0,0,Female
1180,1,11.4,6.0,0,1,0,0,Female
1181,1,11.6,5.9,0,0,0,0,Female
1182,0,14.1,6.7,1,1,1,1,Male
1183,1,13.8,5.5,1,1,1,1,Male
1184,0,12.5,6.2,0,0,0,0,Female
1185,1,13.2,5.2,1,1,1,1,Male
1186,1,14.1,5.7,0,0,0,0,Female
1187,0,13.0,5.5,1,0,1,0,Male
1188,1,14.0,5.7,0,0,0,0,Female
1189,1,14.1,6.1,0,0,0,0,Female
1190,1,13.7,5.8,1,1,1,1,Male
1191,1,14.2,6.5,0,0,1,0,Female
1192,0,12.5,6.4,0,0,0,0,Female
1193,1,12.8,5.7,0,0,0,1,Female
1194,1,11.5,5.4,0,0,0,0,Female
1195,1,12.4,6.6,1,1,1,1,Male
1196,1,14.3,6.5,1,1,1,1,Male
1197,1,14.5,6.5,0,1,1,1,Male
1198,1,11.9,5.2,0,0,0,1,Female
1199,1,15.5,5.3,0,1,1,1,Male
